ILINK,ORDER_DATE,Concat_CLASS_NAME
0000132746,2017-10-01,"Pants,Sweaters"
0000132746,2017-11-18,"Pants,Skirts"
0000132746,2017-11-22,"Jewelry,Pants"
0000132746,2018-05-19,"Jewelry,Knit Tops,Pants"
0000132746,2018-05-19,"Jewelry,Knit Tops,Pants"
0000132746,2018-05-19,"Jewelry,Knit Tops,Pants,Woven Shirts"
0000132746,2018-05-19,Sweaters
0000132746,2018-10-28,"Pants,Sweaters,Woven Shirts"
0000132746,2019-03-15,"Knit Tops,Pants,Woven Shirts"
0000132827,2017-05-28,"Jewelry,Ponchos and Wraps"
0000132827,2017-08-01,"Jewelry,Knit Tops"
0000132827,2017-08-10,"Jewelry,Pants,Ponchos and Wraps"
0000132827,2017-10-05,Pants
0000132827,2017-12-12,"Jackets and Outerwear,Knit Tops"
0000132827,2017-12-22,Knit Tops
0000132841,2017-03-01,Pants
0000132841,2017-04-21,"Knit Tops,Pants"
0000132841,2017-06-05,"Knit Tops,Pants"
0000132841,2017-06-14,Pants
0000132841,2017-08-24,Dresses
0000132841,2017-08-24,"Knit Tops,Pants"
0000132841,2018-04-02,"Fashion Scarves,Pants,Woven Shirts"
0000132842,2017-05-03,"Dresses,Woven Shirts"
0000132842,2018-03-11,Dresses
0000132842,2018-04-19,Dresses
0000132842,2018-11-20,"Knit Tops,Sweaters"
0000132842,2019-02-15,Woven Shirts
0000132842,2019-03-13,"Jackets and Outerwear,Knit Tops"
0000132849,2017-10-03,"Knit Tops,Skirts"
0000132849,2017-11-04,"Knit Tops,Skirts"
0000132849,2017-11-15,"Legwear,Sweaters,Woven Shirts"
0000132849,2017-12-02,Legwear
0000132849,2017-12-21,Sweaters
0000132849,2018-10-15,"Dresses,Pants,Skirts"
0000132849,2018-10-15,"Knit Tops,Sweaters,Woven Shirts"
0000132849,2018-10-21,Pants
0000132893,2017-05-10,"Knit Tops,Pants"
0000132893,2017-05-17,Pants
0000132893,2017-05-23,"Knit Tops,Sweaters"
0000132893,2017-10-25,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000132893,2017-12-03,"Fashion Scarves,Pants"
0000132893,2018-10-29,Dresses
0000132893,2018-11-02,"Dresses,Fashion Scarves,Knit Tops,Sweaters"
0000132893,2018-11-07,"Dresses,Sweaters"
0000132893,2019-02-02,"Fashion Scarves,Jackets and Outerwear,Pants,Woven Shirts"
0000132896,2018-04-08,"Pants,Ponchos and Wraps"
0000132896,2018-05-05,Ponchos and Wraps
0000132896,2018-07-15,Pants
0000132896,2018-09-01,"Sweaters,Woven Shirts"
0000132896,2018-09-03,"Jewelry,Sweaters,Woven Shirts"
0000132896,2018-09-03,"Sweaters,Woven Shirts"
0000132896,2018-09-29,Jewelry
0000132896,2018-09-29,"Jewelry,Sweaters,Woven Shirts"
0000132896,2018-09-29,Sweaters
0000132898,2017-06-01,Knit Tops
0000132898,2017-06-02,Pants
0000132898,2017-07-17,"Knit Tops,Skirts"
0000132898,2018-01-02,"Dresses,Knit Tops"
0000132898,2018-09-25,Knit Tops
0000132898,2018-10-06,"Knit Tops,Woven Shirts"
0000132898,2018-10-09,Woven Shirts
0000132904,2017-03-12,"Pants,Woven Shirts"
0000132904,2017-11-05,Jewelry
0000132904,2017-12-15,Woven Shirts
0000132904,2018-01-07,"Pants,Sweaters"
0000132904,2018-05-19,"Dresses,Knit Tops,Woven Shirts"
0000132904,2018-05-19,"Dresses,Pants"
0000132945,2017-03-25,Knit Tops
0000132945,2017-03-25,Knit Tops
0000132945,2017-07-01,"Dresses,Jackets and Outerwear,Knit Tops"
0000132945,2018-04-07,Knit Tops
0000132945,2018-05-12,Knit Tops
0000132945,2018-10-28,"Knit Tops,Legwear"
0000132945,2019-01-26,Knit Tops
0000132955,2017-05-03,"Knit Tops,Sweaters,Woven Shirts"
0000132955,2017-07-23,"Knit Tops,Sweaters"
0000132955,2017-07-28,"Knit Tops,Sweaters"
0000132955,2018-10-09,Pants
0000132955,2018-12-12,"Jackets and Outerwear,Knit Tops,Pants"
0000132955,2019-01-31,Sweaters
0000132955,2019-02-01,Sweaters
0000132955,2019-02-03,Knit Tops
0000132955,2019-03-08,Knit Tops
0000132967,2017-08-28,"Knit Tops,Pants,Woven Shirts"
0000132967,2018-07-03,"Knit Tops,Pants"
0000132967,2018-10-13,"Jackets and Outerwear,Knit Tops,Pants,Skirts"
0000132967,2018-11-16,"Jackets and Outerwear,Knit Tops,Pants,Woven Shirts"
0000132967,2018-12-05,"Dresses,Fashion Scarves,Jewelry,Knit Tops,Legwear,Pants,Sweaters"
0000132967,2018-12-21,Dresses
0000133025,2017-02-26,Fashion Scarves
0000133025,2017-07-12,Skirts
0000133025,2018-01-14,Pants
0000133025,2018-02-09,Knit Tops
0000133025,2018-02-09,Pants
0000133025,2018-04-18,"Knit Tops,Pants"
0000133025,2018-06-01,"Pants,Woven Shirts"
0000133025,2018-07-31,"Knit Tops,Pants,Sweaters"
0000133025,2018-07-31,Pants
0000133083,2018-01-19,Ponchos and Wraps
0000133083,2018-03-09,Ponchos and Wraps
0000133083,2019-01-16,Dresses
0000133083,2019-01-16,Ponchos and Wraps
0000133083,2019-01-17,Dresses
0000133083,2019-01-17,Ponchos and Wraps
0000133083,2019-01-26,Skirts
0000133083,2019-02-06,Ponchos and Wraps
0000133083,2019-02-06,"Ponchos and Wraps,Skirts"
0000133084,2017-05-10,"Dresses,Knit Tops"
0000133084,2017-08-14,"Knit Tops,Shoes"
0000133084,2018-09-15,Knit Tops
0000133084,2018-09-30,Knit Tops
0000133084,2018-10-05,"Jewelry,Pants,Ponchos and Wraps,Shoes,Sweaters,Woven Shirts"
0000133084,2018-10-26,Woven Shirts
0000133084,2018-11-21,"Knit Tops,Pants"
0000133150,2017-06-02,"Knit Tops,Pants,Woven Shirts"
0000133150,2017-07-11,"Dresses,Pants,Woven Shirts"
0000133150,2017-11-24,"Jackets and Outerwear,Knit Tops,Pants"
0000133150,2017-12-01,Pants
0000133150,2017-12-29,Dresses
0000133150,2017-12-29,"Knit Tops,Legwear,Pants,Sweaters,Woven Shirts"
0000133150,2018-05-13,"Dresses,Jackets and Outerwear"
0000133150,2018-12-27,"Dresses,Knit Tops,Pants,Sweaters"
0000133175,2017-02-15,"Pants,Woven Shirts"
0000133175,2017-07-04,Woven Shirts
0000133175,2017-09-07,"Knit Tops,Sweaters,Woven Shirts"
0000133175,2017-12-29,"Knit Tops,Skirts"
0000133175,2018-05-24,"Dresses,Knit Tops,Woven Shirts"
0000133175,2018-05-24,"Knit Tops,Pants,Woven Shirts"
0000133175,2018-12-20,"Jewelry,Knit Tops,Pants"
0000133175,2018-12-20,"Knit Tops,Skirts"
0000133175,2018-12-24,"Knit Tops,Pants"
0000133195,2017-05-13,"Knit Tops,Woven Shirts"
0000133195,2017-07-01,"Jewelry,Knit Tops,Pants,Sweaters,Woven Shirts"
0000133195,2017-08-26,"Jewelry,Knit Tops,Sweaters"
0000133195,2017-10-15,"Jewelry,Legwear,Sweaters,Woven Shirts"
0000133195,2018-03-09,"Knit Tops,Skirts,Sweaters,Woven Shirts"
0000133195,2018-03-10,"Jewelry,Woven Shirts"
0000133195,2018-03-17,"Jewelry,Sweaters,Woven Shirts"
0000133195,2018-06-22,"Knit Tops,Sweaters"
0000133195,2018-08-25,"Jewelry,Woven Shirts"
0000133195,2018-09-15,"Jewelry,Sweaters,Woven Shirts"
0000133240,2017-05-06,Pants
0000133240,2017-12-01,"Knit Tops,Sweaters"
0000133240,2017-12-26,Knit Tops
0000133240,2018-03-08,Sweaters
0000133240,2018-10-28,"Knit Tops,Sweaters"
0000133240,2018-11-28,"Jewelry,Knit Tops"
0000133240,2018-12-02,Knit Tops
0000133273,2017-04-03,"Pants,Woven Shirts"
0000133273,2017-05-24,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000133273,2017-05-25,"Knit Tops,Pants"
0000133273,2017-10-04,"Jewelry,Pants,Sweaters"
0000133273,2018-01-31,"Knit Tops,Pants"
0000133273,2018-06-01,"Dresses,Jewelry,Woven Shirts"
0000133273,2018-06-01,Knit Tops
0000133273,2018-09-02,"Fashion Scarves,Knit Tops,Pants,Sweaters,Woven Shirts"
0000133273,2018-10-21,"Pants,Woven Shirts"
0000133273,2019-02-19,"Jackets and Outerwear,Pants,Sweaters,Woven Shirts"
0000133277,2017-07-23,Pants
0000133277,2017-08-07,Pants
0000133277,2017-10-08,"Pants,Woven Shirts"
0000133277,2018-06-15,"Pants,Woven Shirts"
0000133277,2018-09-27,Sweaters
0000133277,2019-01-31,Knit Tops
0000133281,2017-03-14,"Boots,Knit Tops,Skirts,Sweaters"
0000133281,2017-05-29,"Jewelry,Knit Tops,Pants,Skirts,Sweaters,Woven Shirts"
0000133281,2017-08-27,"Fashion Scarves,Knit Tops"
0000133281,2018-08-14,"Jackets and Outerwear,Knit Tops,Pants,Skirts,Sweaters"
0000133281,2018-11-05,"Knit Tops,Pants,Skirts,Sweaters"
0000133281,2018-11-08,"Fashion Scarves,Jackets and Outerwear,Knit Tops,Pants,Skirts,Woven Shirts"
0000133281,2018-11-23,"Fashion Scarves,Jewelry,Knit Tops,Sweaters"
0000133281,2018-12-01,Sweaters
0000133281,2018-12-15,Sweaters
0000133290,2017-03-09,Knit Tops
0000133290,2017-03-27,Pants
0000133290,2017-05-29,Knit Tops
0000133290,2017-11-14,Knit Tops
0000133290,2018-03-14,Pants
0000133290,2019-02-28,"Knit Tops,Pants"
0000133290,2019-03-11,"Knit Tops,Pants"
0000133290,2019-03-14,Pants
0000133306,2018-05-04,"Dresses,Jackets and Outerwear,Jewelry,Knit Tops,Sweaters"
0000133306,2018-06-15,"Dresses,Jewelry"
0000133306,2018-06-15,Shoes
0000133306,2018-07-26,"Dresses,Pants"
0000133306,2018-08-31,"Fashion Scarves,Jewelry,Knit Tops,Pants,Skirts,Sweaters"
0000133306,2018-09-13,Shoes
0000133306,2018-10-14,Knit Tops
0000133306,2018-12-01,"Dresses,Fashion Scarves,Knit Tops,Pants"
0000133306,2019-01-25,"Dresses,Woven Shirts"
0000133306,2019-03-08,"Dresses,Fashion Scarves,Jackets and Outerwear,Jewelry,Knit Tops,Pants,Skirts,Sweaters"
0000133307,2017-02-04,Pants
0000133307,2017-02-04,Pants
0000133307,2017-03-12,Knit Tops
0000133307,2017-06-21,Sweaters
0000133307,2017-11-10,"Knit Tops,Pants"
0000133307,2018-07-26,Pants
0000133307,2018-08-01,Pants
0000133307,2018-12-09,"Knit Tops,Pants"
0000133307,2018-12-17,Woven Shirts
0000133307,2018-12-29,Knit Tops
0000133311,2017-01-29,"Fashion Scarves,Jewelry"
0000133311,2017-01-31,"Jackets and Outerwear,Knit Tops,Sweaters"
0000133311,2017-03-10,Sweaters
0000133311,2017-11-27,"Knit Tops,Sweaters"
0000133311,2018-08-25,"Knit Tops,Sweaters"
0000133311,2018-11-25,"Knit Tops,Sweaters"
0000133311,2019-01-12,"Knit Tops,Pants,Sweaters"
0000133453,2018-01-10,Knit Tops
0000133453,2018-04-14,Dresses
0000133453,2018-04-19,Dresses
0000133453,2018-07-23,Woven Shirts
0000133453,2018-08-18,"Fashion Scarves,Knit Tops,Woven Shirts"
0000133453,2018-08-18,Pants
0000133453,2018-08-27,Knit Tops
0000133453,2018-08-27,Woven Shirts
0000133453,2018-12-31,Dresses
0000133469,2017-03-09,"Jackets and Outerwear,Jewelry,Knit Tops,Sweaters"
0000133469,2017-04-30,"Jewelry,Pants,Sweaters"
0000133469,2017-06-18,"Jackets and Outerwear,Knit Tops"
0000133469,2017-07-06,"Knit Tops,Pants"
0000133469,2018-02-23,Fashion Scarves
0000133469,2018-05-07,"Dresses,Jackets and Outerwear,Pants"
0000133469,2018-10-20,"Jackets and Outerwear,Sweaters,Woven Shirts"
0000133469,2018-11-12,"Pants,Skirts"
0000133469,2019-01-25,Sweaters
0000133469,2019-03-03,"Jackets and Outerwear,Knit Tops"
0000133530,2017-08-03,Knit Tops
0000133530,2018-04-02,Knit Tops
0000133530,2018-05-12,Knit Tops
0000133530,2018-05-24,"Knit Tops,Woven Shirts"
0000133530,2018-06-29,"Dresses,Knit Tops"
0000133530,2018-07-16,Woven Shirts
0000133545,2017-03-25,Knit Tops
0000133545,2017-06-13,"Jackets and Outerwear,Knit Tops,Pants"
0000133545,2017-06-17,Pants
0000133545,2017-06-27,Pants
0000133545,2017-12-03,"Dresses,Woven Shirts"
0000133545,2017-12-07,"Jewelry,Knit Tops,Legwear,Sweaters"
0000133545,2017-12-17,Jewelry
0000133545,2017-12-21,"Jewelry,Knit Tops,Legwear"
0000133545,2018-10-14,Woven Shirts
0000133547,2017-03-19,Pants
0000133547,2017-08-30,Woven Shirts
0000133547,2018-05-28,Pants
0000133547,2018-07-04,"Knit Tops,Sweaters"
0000133547,2018-08-25,Pants
0000133547,2018-09-01,Knit Tops
0000133547,2018-09-01,Knit Tops
0000133549,2017-08-23,Skirts
0000133549,2017-11-15,"Pants,Sweaters,Woven Shirts"
0000133549,2017-11-21,"Fashion Scarves,Knit Tops"
0000133549,2017-11-22,"Pants,Sweaters,Woven Shirts"
0000133549,2018-02-14,Knit Tops
0000133549,2019-01-06,Sweaters
0000133625,2017-03-09,"Dresses,Knit Tops,Pants,Sweaters"
0000133625,2017-03-29,Woven Shirts
0000133625,2017-04-27,"Knit Tops,Sweaters,Woven Shirts"
0000133625,2017-09-16,Knit Tops
0000133625,2017-12-04,"Pants,Sweaters"
0000133625,2017-12-19,Knit Tops
0000133690,2017-02-28,Seasonal
0000133690,2017-12-05,"Jewelry,Knit Tops,Sweaters"
0000133690,2018-05-27,Knit Tops
0000133690,2018-10-19,"Dresses,Pants,Shoes,Sweaters"
0000133690,2018-10-19,"Knit Tops,Woven Shirts"
0000133690,2018-11-12,Legwear
0000133690,2018-12-21,"Dresses,Knit Tops,Legwear,Pants,Woven Shirts"
0000133706,2017-05-21,Woven Shirts
0000133706,2018-05-07,Woven Shirts
0000133706,2018-05-15,Dresses
0000133706,2018-06-25,"Knit Tops,Woven Shirts"
0000133706,2018-07-03,Knit Tops
0000133706,2018-07-15,Sweaters
0000133706,2018-07-22,"Sweaters,Woven Shirts"
0000133706,2018-12-10,"Knit Tops,Sweaters"
0000133706,2019-03-10,"Knit Tops,Woven Shirts"
0000133743,2017-11-21,Pants
0000133743,2018-05-08,Knit Tops
0000133743,2018-05-08,Pants
0000133743,2018-10-24,"Knit Tops,Pants"
0000133743,2018-10-24,Pants
0000133743,2018-11-01,"Knit Tops,Sweaters"
0000133743,2019-01-02,Sweaters
0000133753,2017-08-20,Knit Tops
0000133753,2017-08-20,Woven Shirts
0000133753,2017-09-17,Pants
0000133753,2018-03-05,Pants
0000133753,2018-03-05,Pants
0000133753,2018-03-05,Pants
0000133753,2018-06-16,"Knit Tops,Pants,Woven Shirts"
0000133753,2018-12-07,"Knit Tops,Sweaters"
0000133761,2017-03-10,Dresses
0000133761,2017-07-11,Woven Shirts
0000133761,2017-11-24,Sweaters
0000133761,2018-06-10,"Dresses,Sweaters"
0000133761,2018-06-28,"Knit Tops,Woven Shirts"
0000133761,2018-09-09,"Dresses,Pants"
0000133761,2018-10-09,Ponchos and Wraps
0000133783,2017-02-11,"Jackets and Outerwear,Knit Tops,Pants"
0000133783,2017-02-17,Woven Shirts
0000133783,2017-02-20,Pants
0000133783,2018-03-11,"Pants,Sweaters,Woven Shirts"
0000133783,2018-04-11,"Pants,Woven Shirts"
0000133783,2018-04-19,Woven Shirts
0000133783,2018-07-30,"Knit Tops,Sweaters"
0000133827,2017-02-04,"Knit Tops,Sweaters"
0000133827,2017-08-31,"Knit Tops,Pants,Sweaters"
0000133827,2017-09-12,"Knit Tops,Pants,Sweaters"
0000133827,2018-03-14,"Pants,Skirts,Sweaters"
0000133827,2018-06-07,Dresses
0000133827,2018-07-17,Knit Tops
0000133827,2019-01-10,Pants
0000133831,2017-07-23,Dresses
0000133831,2018-01-04,"Knit Tops,Pants"
0000133831,2018-01-19,Knit Tops
0000133831,2018-05-01,Woven Shirts
0000133831,2018-08-14,"Pants,Sweaters"
0000133831,2018-12-06,Sweaters
0000133831,2019-01-14,Knit Tops
0000133843,2017-02-15,"Dresses,Knit Tops,Pants,Woven Shirts"
0000133843,2017-04-01,"Knit Tops,Sweaters"
0000133843,2017-09-09,"Dresses,Knit Tops"
0000133843,2017-11-08,"Pants,Woven Shirts"
0000133843,2017-12-27,"Knit Tops,Sweaters,Woven Shirts"
0000133843,2018-01-10,"Pants,Sleepwear"
0000133851,2018-03-01,Sweaters
0000133851,2018-03-11,"Knit Tops,Ponchos and Wraps,Woven Shirts"
0000133851,2018-03-31,"Dresses,Knit Tops,Pants,Sweaters,Woven Shirts"
0000133851,2018-03-31,Sweaters
0000133851,2018-03-31,Woven Shirts
0000133851,2018-08-03,Dresses
0000133851,2018-11-24,"Knit Tops,Ponchos and Wraps,Sweaters,Woven Shirts"
0000133971,2017-03-25,"Dresses,Jackets and Outerwear,Knit Tops,Pants,Skirts"
0000133971,2017-03-31,"Jewelry,Knit Tops,Sweaters"
0000133971,2017-04-01,"Knit Tops,Pants,Sweaters"
0000133971,2017-04-04,"Jackets and Outerwear,Pants,Seasonal,Shoes"
0000133971,2017-04-21,"Knit Tops,Pants"
0000133971,2017-05-29,"Knit Tops,Pants"
0000133971,2017-08-08,"Knit Tops,Sweaters"
0000133971,2017-08-23,"Knit Tops,Sweaters,Woven Shirts"
0000133971,2017-10-15,"Jackets and Outerwear,Knit Tops"
0000133974,2017-10-11,Woven Shirts
0000133974,2018-03-23,Knit Tops
0000133974,2018-03-23,Knit Tops
0000133974,2018-05-30,"Knit Tops,Pants"
0000133974,2018-06-08,"Knit Tops,Pants"
0000133974,2018-12-04,"Dresses,Legwear"
0000134038,2017-03-29,Knit Tops
0000134038,2017-03-29,Knit Tops
0000134038,2017-05-12,Knit Tops
0000134038,2017-06-22,Knit Tops
0000134038,2018-09-06,"Knit Tops,Sweaters"
0000134038,2018-09-12,"Knit Tops,Sweaters"
0000134038,2018-09-12,Sweaters
0000134148,2017-12-26,"Dresses,Pants"
0000134148,2017-12-26,Sweaters
0000134148,2017-12-27,"Dresses,Pants"
0000134148,2018-11-26,"Dresses,Pants"
0000134148,2019-03-07,"Dresses,Knit Tops,Pants,Sweaters"
0000134148,2019-03-12,"Knit Tops,Sweaters,Woven Shirts"
0000134155,2017-10-17,Shoes
0000134155,2017-11-03,"Pants,Sweaters"
0000134155,2018-01-29,Pants
0000134155,2018-03-12,Shoes
0000134155,2019-02-03,Pants
0000134155,2019-02-05,Pants
0000134337,2017-05-17,"Dresses,Knit Tops,Pants"
0000134337,2017-06-27,Dresses
0000134337,2017-07-30,Dresses
0000134337,2017-10-12,Knit Tops
0000134337,2018-06-11,Woven Shirts
0000134337,2018-09-20,"Fashion Scarves,Handbags,Jackets and Outerwear,Knit Tops,Shoes"
0000134337,2018-10-08,Knit Tops
0000134337,2018-10-17,Sweaters
0000134337,2019-02-18,Pants
0000134337,2019-02-26,Pants
0000134415,2017-06-13,"Knit Tops,Woven Shirts"
0000134415,2017-07-18,"Knit Tops,Woven Shirts"
0000134415,2017-08-07,Jewelry
0000134415,2017-08-07,Sweaters
0000134415,2018-04-28,Woven Shirts
0000134415,2018-12-12,Jewelry
0000134485,2017-02-09,"Pants,Sweaters"
0000134485,2017-09-15,"Fashion Scarves,Knit Tops,Pants,Woven Shirts"
0000134485,2017-09-16,Ponchos and Wraps
0000134485,2017-10-20,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000134485,2018-06-10,Dresses
0000134485,2018-06-13,"Knit Tops,Pants,Skirts,Sweaters,Woven Shirts"
0000134485,2018-07-10,"Knit Tops,Pants,Woven Shirts"
0000134490,2017-04-05,Jewelry
0000134490,2017-10-08,Knit Tops
0000134490,2017-11-27,"Pants,Sweaters"
0000134490,2018-01-05,Pants
0000134490,2018-01-08,Pants
0000134490,2018-01-22,Pants
0000134490,2018-01-22,Sweaters
0000134570,2017-04-08,Dresses
0000134570,2017-05-06,Pants
0000134570,2017-05-06,Pants
0000134570,2017-05-06,"Pants,Woven Shirts"
0000134570,2017-05-17,"Pants,Woven Shirts"
0000134570,2017-12-26,"Dresses,Knit Tops,Pants,Skirts"
0000134570,2018-11-04,"Dresses,Knit Tops,Pants,Skirts"
0000134600,2017-02-21,"Jewelry,Knit Tops,Sweaters"
0000134600,2017-04-25,Pants
0000134600,2017-04-25,"Pants,Woven Shirts"
0000134600,2017-06-13,"Jewelry,Pants"
0000134600,2017-09-13,"Fashion Scarves,Pants"
0000134600,2017-11-07,"Fashion Scarves,Sweaters"
0000134600,2017-11-29,"Jewelry,Knit Tops,Sweaters"
0000134600,2018-05-07,"Jewelry,Knit Tops,Pants,Ponchos and Wraps"
0000134600,2018-07-18,"Dresses,Knit Tops,Pants,Skirts"
0000134662,2017-03-16,"Pants,Sweaters,Woven Shirts"
0000134662,2017-06-21,"Jewelry,Knit Tops,Sweaters,Woven Shirts"
0000134662,2018-01-13,"Knit Tops,Pants,Ponchos and Wraps"
0000134662,2018-02-15,"Knit Tops,Ponchos and Wraps"
0000134662,2018-08-14,"Knit Tops,Pants,Woven Shirts"
0000134662,2018-12-01,"Jewelry,Knit Tops"
0000134662,2019-03-01,"Knit Tops,Pants"
0000134694,2017-07-03,Dresses
0000134694,2017-07-03,"Dresses,Sweaters"
0000134694,2017-07-13,Dresses
0000134694,2018-08-01,"Knit Tops,Pants,Sweaters"
0000134694,2018-08-14,Pants
0000134694,2018-08-16,Sweaters
0000134694,2018-08-18,"Dresses,Jackets and Outerwear,Sweaters"
0000134694,2019-01-15,"Dresses,Knit Tops"
0000134749,2017-02-12,"Pants,Sweaters"
0000134749,2017-05-17,Woven Shirts
0000134749,2017-05-23,"Pants,Woven Shirts"
0000134749,2017-07-16,"Pants,Woven Shirts"
0000134749,2017-07-16,Woven Shirts
0000134749,2017-12-07,"Pants,Woven Shirts"
0000134749,2018-05-27,Woven Shirts
0000134756,2017-06-12,Knit Tops
0000134756,2017-06-30,Knit Tops
0000134756,2017-07-25,Pants
0000134756,2017-12-01,"Dresses,Knit Tops"
0000134756,2018-07-02,Woven Shirts
0000134756,2019-03-14,Dresses
0000134770,2017-06-02,"Knit Tops,Woven Shirts"
0000134770,2017-06-02,"Pants,Woven Shirts"
0000134770,2017-07-16,"Knit Tops,Pants"
0000134770,2017-10-31,"Skirts,Sweaters"
0000134770,2018-03-08,Knit Tops
0000134770,2018-03-08,Pants
0000134770,2018-03-08,Pants
0000134770,2018-03-18,Knit Tops
0000134770,2018-06-01,Pants
0000134779,2017-07-28,Dresses
0000134779,2017-12-10,Pants
0000134779,2018-06-16,Pants
0000134779,2018-11-29,"Dresses,Pants"
0000134779,2019-02-11,Sweaters
0000134779,2019-03-10,Skirts
0000134945,2017-02-27,"Pants,Woven Shirts"
0000134945,2017-08-14,Pants
0000134945,2018-01-24,Woven Shirts
0000134945,2018-10-15,"Jackets and Outerwear,Knit Tops"
0000134945,2018-10-15,Pants
0000134945,2018-11-08,"Jackets and Outerwear,Jewelry,Knit Tops,Pants"
0000134945,2018-11-29,"Fashion Scarves,Handbags,Pants,Sweaters"
0000134955,2018-02-22,Knit Tops
0000134955,2018-05-12,"Knit Tops,Pants"
0000134955,2018-05-12,Pants
0000134955,2018-10-21,"Knit Tops,Pants,Sweaters"
0000134955,2018-10-21,Woven Shirts
0000134955,2019-03-10,Sleepwear
0000134957,2017-05-21,Pants
0000134957,2017-09-05,"Dresses,Jackets and Outerwear,Pants,Shoes"
0000134957,2017-09-09,Knit Tops
0000134957,2018-02-19,Shoes
0000134957,2018-02-21,"Fashion Scarves,Jewelry,Knit Tops,Sweaters"
0000134957,2018-02-28,Shoes
0000134957,2018-05-17,Pants
0000134957,2018-06-29,Pants
0000135037,2017-03-12,Shoes
0000135037,2017-06-05,"Dresses,Pants"
0000135037,2017-11-06,"Knit Tops,Pants,Sweaters"
0000135037,2018-06-25,Dresses
0000135037,2018-12-08,"Jewelry,Pants"
0000135037,2018-12-31,Sweaters
0000135225,2017-03-17,Woven Shirts
0000135225,2017-12-03,Sleepwear
0000135225,2018-02-20,Pants
0000135225,2018-02-26,Pants
0000135225,2018-03-12,Woven Shirts
0000135225,2018-07-20,Woven Shirts
0000135225,2018-10-19,Jewelry
0000135226,2017-03-24,"Pants,Woven Shirts"
0000135226,2017-05-03,Pants
0000135226,2017-11-14,"Fashion Scarves,Knit Tops,Pants,Sweaters"
0000135226,2017-12-05,"Jewelry,Woven Shirts"
0000135226,2018-04-13,"Knit Tops,Pants"
0000135226,2018-05-22,"Knit Tops,Pants,Ponchos and Wraps"
0000135226,2018-10-13,"Knit Tops,Woven Shirts"
0000135226,2018-11-07,"Knit Tops,Sweaters"
0000135290,2017-02-16,Fashion Scarves
0000135290,2017-03-26,Fashion Scarves
0000135290,2018-01-21,"Fashion Scarves,Legwear,Sleepwear"
0000135290,2018-07-04,Pants
0000135290,2018-07-28,"Jackets and Outerwear,Pants,Sweaters"
0000135290,2018-07-31,Jewelry
0000135488,2017-05-08,"Knit Tops,Skirts"
0000135488,2017-11-12,"Pants,Skirts"
0000135488,2018-01-11,"Pants,Woven Shirts"
0000135488,2018-05-23,"Knit Tops,Shoes,Skirts"
0000135488,2018-10-31,"Skirts,Sweaters"
0000135488,2018-11-07,Sweaters
0000135488,2019-01-10,"Knit Tops,Sweaters,Woven Shirts"
0000135488,2019-02-19,Knit Tops
0000135585,2018-03-11,Knit Tops
0000135585,2018-03-16,Knit Tops
0000135585,2018-06-19,"Jewelry,Knit Tops,Pants,Sweaters"
0000135585,2018-06-27,Knit Tops
0000135585,2018-06-27,Pants
0000135585,2018-09-21,Knit Tops
0000135585,2018-10-12,Sweaters
0000135708,2018-03-20,Knit Tops
0000135708,2018-03-31,Knit Tops
0000135708,2018-03-31,Pants
0000135708,2018-09-10,"Fashion Scarves,Knit Tops,Woven Shirts"
0000135708,2018-09-16,"Dresses,Pants,Sweaters"
0000135708,2018-09-16,"Fashion Scarves,Knit Tops,Woven Shirts"
0000135708,2018-09-22,Woven Shirts
0000135708,2018-11-27,"Pants,Sweaters,Woven Shirts"
0000135708,2019-01-09,"Pants,Seasonal,Sweaters,Woven Shirts"
0000135708,2019-02-25,"Fashion Scarves,Knit Tops,Sweaters"
0000135719,2017-11-14,Knit Tops
0000135719,2018-08-15,Skirts
0000135719,2018-08-20,Sweaters
0000135719,2018-08-30,"Knit Tops,Woven Shirts"
0000135719,2018-09-09,Dresses
0000135719,2018-12-26,"Knit Tops,Woven Shirts"
0000135727,2017-04-27,Dresses
0000135727,2017-06-22,"Dresses,Jewelry,Knit Tops"
0000135727,2017-06-27,"Fashion Scarves,Knit Tops,Pants"
0000135727,2017-07-06,"Dresses,Knit Tops,Pants"
0000135727,2018-07-16,Knit Tops
0000135727,2018-08-10,"Dresses,Shoes"
0000135727,2019-01-11,Sweaters
0000135733,2017-04-29,"Dresses,Sweaters"
0000135733,2017-05-31,Dresses
0000135733,2017-11-15,"Knit Tops,Woven Shirts"
0000135733,2017-12-11,"Knit Tops,Sweaters,Woven Shirts"
0000135733,2018-01-26,"Dresses,Woven Shirts"
0000135733,2018-03-05,Dresses
0000135733,2019-01-10,"Knit Tops,Woven Shirts"
0000135745,2017-05-06,Knit Tops
0000135745,2017-09-04,"Knit Tops,Ponchos and Wraps"
0000135745,2017-11-06,Jackets and Outerwear
0000135745,2018-03-13,Dresses
0000135745,2018-08-01,"Knit Tops,Pants"
0000135745,2018-08-04,Knit Tops
0000135745,2018-08-09,Pants
0000135760,2017-04-20,"Knit Tops,Pants"
0000135760,2017-11-16,"Jackets and Outerwear,Knit Tops,Pants,Sweaters,Woven Shirts"
0000135760,2017-12-07,"Jackets and Outerwear,Knit Tops"
